cliente_id,produto,valor_divida,dias_atraso,faixa_atraso,score,operador
8616,Empréstimo Consignado,6636.65,148,90+,386,Helena
8617,Empréstimo Consignado,7494.64,18,0-30,685,Gustavo
8618,Crédito Pessoal,4460.71,70,61-90,431,Daniela
8619,Crédito Pessoal,6436.86,142,90+,370,Carlos
8620,Crédito Pessoal,6005.61,23,0-30,813,Helena
8621,Empréstimo Consignado,6736.58,7,0-30,643,Fernanda
8622,Crédito Pessoal,6325.51,162,90+,365,Gustavo
8623,Cartão de Crédito,1563.09,21,0-30,677,Fernanda
8624,Empréstimo Consignado,10097.42,38,31-60,554,Helena
8625,Crédito Pessoal,6737.93,36,31-60,515,Bruno
8626,Cartão de Crédito,2720.4,13,0-30,670,Helena
8627,Crédito Pessoal,6051.38,24,0-30,667,Ana
8628,Empréstimo Consignado,9971.4,45,31-60,679,Bruno
8629,Crédito Pessoal,7095.44,75,61-90,523,Carlos
8630,Cartão de Crédito,3093.46,38,31-60,664,Fernanda
8631,Cartão de Crédito,3466.0,74,61-90,573,Fernanda
8632,Crédito Pessoal,1854.12,13,0-30,768,Carlos
8633,Crédito Pessoal,5264.88,39,31-60,632,Gustavo
8634,Crédito Pessoal,4908.11,87,61-90,593,Ana
8635,Crédito Pessoal,5304.5,19,0-30,860,Helena
8636,Empréstimo Consignado,10702.8,83,61-90,590,Helena
8637,Empréstimo Consignado,8386.98,14,0-30,724,Gustavo
8638,Cartão de Crédito,2570.85,29,0-30,730,Fernanda
8639,Cartão de Crédito,2873.63,81,61-90,633,Helena
8640,Cartão de Crédito,1294.72,68,61-90,535,Carlos
8641,Empréstimo Consignado,12668.08,18,0-30,753,Gustavo
8642,Crédito Pessoal,4790.49,50,31-60,573,Eduardo
8643,Crédito Pessoal,7954.03,39,31-60,624,Bruno
8644,Crédito Pessoal,3290.77,13,0-30,699,Eduardo
8645,Cartão de Crédito,1770.12,58,31-60,552,Eduardo
8646,Crédito Pessoal,4544.87,1,0-30,727,Bruno
8647,Crédito Pessoal,5071.63,177,90+,456,Carlos
8648,Crédito Pessoal,3984.53,16,0-30,613,Bruno
8649,Cartão de Crédito,1856.39,27,0-30,604,Ana
8650,Crédito Pessoal,5741.01,7,0-30,849,Eduardo
8651,Crédito Pessoal,7899.6,53,31-60,611,Fernanda
8652,Crédito Pessoal,8318.43,22,0-30,626,Eduardo
8653,Crédito Pessoal,4413.27,67,61-90,524,Gustavo
8654,Cartão de Crédito,1636.51,75,61-90,595,Carlos
8655,Crédito Pessoal,4474.27,29,0-30,628,Bruno
8656,Crédito Pessoal,8422.98,146,90+,302,Fernanda
8657,Cartão de Crédito,3323.0,48,31-60,724,Gustavo
8658,Crédito Pessoal,5771.38,11,0-30,827,Helena
8659,Crédito Pessoal,4065.93,9,0-30,736,Daniela
8660,Empréstimo Consignado,10735.93,52,31-60,500,Helena
8661,Crédito Pessoal,9525.27,80,61-90,639,Fernanda
8662,Crédito Pessoal,4714.54,27,0-30,878,Carlos
8663,Crédito Pessoal,1059.49,27,0-30,759,Carlos
8664,Cartão de Crédito,1679.07,164,90+,515,Carlos
8665,Cartão de Crédito,2550.01,44,31-60,505,Gustavo
8666,Cartão de Crédito,2375.45,16,0-30,742,Bruno
8667,Cartão de Crédito,3588.45,52,31-60,685,Carlos
8668,Crédito Pessoal,3816.82,58,31-60,680,Gustavo
8669,Crédito Pessoal,4651.12,18,0-30,629,Ana
8670,Empréstimo Consignado,6057.63,77,61-90,603,Ana
8671,Empréstimo Consignado,10336.96,45,31-60,539,Eduardo
8672,Crédito Pessoal,3279.03,40,31-60,686,Eduardo
8673,Cartão de Crédito,2312.14,26,0-30,826,Bruno
8674,Crédito Pessoal,1953.08,23,0-30,819,Daniela
8675,Crédito Pessoal,3942.73,171,90+,423,Eduardo
8676,Crédito Pessoal,8325.53,74,61-90,467,Eduardo
8677,Crédito Pessoal,8551.68,15,0-30,642,Eduardo
8678,Cartão de Crédito,3039.13,41,31-60,643,Fernanda
8679,Cartão de Crédito,2852.95,133,90+,321,Helena
8680,Crédito Pessoal,3741.5,59,31-60,562,Gustavo
8681,Crédito Pessoal,5398.06,18,0-30,773,Eduardo
8682,Empréstimo Consignado,8497.1,47,31-60,746,Helena
8683,Crédito Pessoal,5034.78,177,90+,472,Carlos
8684,Cartão de Crédito,3145.26,10,0-30,640,Eduardo
8685,Crédito Pessoal,3113.12,51,31-60,652,Fernanda
8686,Cartão de Crédito,4549.64,37,31-60,549,Bruno
8687,Crédito Pessoal,8249.57,2,0-30,779,Fernanda
8688,Crédito Pessoal,3376.04,24,0-30,758,Carlos
8689,Crédito Pessoal,5215.13,60,31-60,536,Fernanda
8690,Crédito Pessoal,3802.36,87,61-90,549,Helena
8691,Crédito Pessoal,6272.36,15,0-30,626,Carlos
8692,Cartão de Crédito,2428.63,15,0-30,855,Bruno
8693,Crédito Pessoal,1236.59,33,31-60,521,Helena
8694,Crédito Pessoal,3158.11,5,0-30,848,Daniela
8695,Cartão de Crédito,3561.19,47,31-60,680,Eduardo
8696,Cartão de Crédito,2324.91,3,0-30,616,Ana
8697,Empréstimo Consignado,7315.99,91,90+,411,Daniela
8698,Cartão de Crédito,3035.34,36,31-60,624,Eduardo
8699,Cartão de Crédito,3251.96,10,0-30,811,Ana
8700,Cartão de Crédito,2428.73,20,0-30,836,Carlos
8701,Empréstimo Consignado,1502.01,178,90+,458,Fernanda
8702,Empréstimo Consignado,5590.8,45,31-60,743,Carlos
8703,Crédito Pessoal,712.06,36,31-60,542,Carlos
8704,Crédito Pessoal,2200.83,171,90+,499,Eduardo
8705,Crédito Pessoal,5154.17,16,0-30,780,Bruno
8706,Cartão de Crédito,2536.98,106,90+,432,Carlos
8707,Cartão de Crédito,3520.33,15,0-30,729,Gustavo
8708,Cartão de Crédito,2473.8,32,31-60,620,Carlos
8709,Crédito Pessoal,3243.74,38,31-60,686,Carlos
8710,Cartão de Crédito,3462.33,35,31-60,631,Fernanda
8711,Empréstimo Consignado,13253.43,85,61-90,626,Eduardo
8712,Crédito Pessoal,6833.15,18,0-30,761,Helena
8713,Cartão de Crédito,2446.19,88,61-90,594,Ana
8714,Crédito Pessoal,4383.94,11,0-30,711,Daniela
8715,Empréstimo Consignado,4425.29,42,31-60,711,Carlos
8716,Empréstimo Consignado,5629.65,53,31-60,700,Daniela
8717,Cartão de Crédito,2141.32,73,61-90,533,Bruno
8718,Cartão de Crédito,1440.58,24,0-30,785,Bruno
8719,Empréstimo Consignado,6995.21,47,31-60,674,Gustavo
8720,Cartão de Crédito,2274.71,119,90+,304,Bruno
8721,Crédito Pessoal,7548.78,12,0-30,868,Carlos
8722,Cartão de Crédito,1204.77,11,0-30,881,Daniela
8723,Crédito Pessoal,5344.83,16,0-30,823,Ana
8724,Crédito Pessoal,2278.03,65,61-90,463,Eduardo
8725,Empréstimo Consignado,2132.05,11,0-30,723,Daniela
8726,Cartão de Crédito,2104.59,56,31-60,569,Eduardo
8727,Crédito Pessoal,5037.74,17,0-30,837,Gustavo
8728,Crédito Pessoal,7544.45,19,0-30,674,Daniela
8729,Crédito Pessoal,4461.51,167,90+,485,Carlos
8730,Crédito Pessoal,3923.01,63,61-90,643,Ana
8731,Crédito Pessoal,3596.09,41,31-60,509,Carlos
8732,Cartão de Crédito,2085.99,82,61-90,543,Bruno
8733,Crédito Pessoal,2043.62,29,0-30,867,Ana
8734,Cartão de Crédito,1844.57,59,31-60,698,Fernanda
8735,Crédito Pessoal,6603.12,87,61-90,630,Fernanda
8736,Empréstimo Consignado,639.29,55,31-60,718,Daniela
8737,Crédito Pessoal,4169.75,108,90+,387,Helena
8738,Crédito Pessoal,4422.59,34,31-60,549,Gustavo
8739,Crédito Pessoal,6432.78,8,0-30,742,Carlos
8740,Cartão de Crédito,2593.35,122,90+,358,Eduardo
8741,Cartão de Crédito,2837.41,112,90+,497,Carlos
8742,Crédito Pessoal,3508.1,78,61-90,461,Carlos
8743,Crédito Pessoal,1483.4,78,61-90,610,Daniela
8744,Crédito Pessoal,3939.96,3,0-30,671,Daniela
8745,Cartão de Crédito,2385.86,130,90+,543,Bruno
8746,Cartão de Crédito,3426.35,22,0-30,838,Gustavo
8747,Crédito Pessoal,2144.61,54,31-60,689,Helena
8748,Crédito Pessoal,9177.6,71,61-90,627,Ana
8749,Crédito Pessoal,5345.02,100,90+,349,Carlos
8750,Crédito Pessoal,3477.64,14,0-30,804,Eduardo
8751,Cartão de Crédito,1849.54,86,61-90,453,Fernanda
8752,Crédito Pessoal,4680.63,16,0-30,823,Fernanda
8753,Crédito Pessoal,4864.66,58,31-60,655,Daniela
8754,Crédito Pessoal,5026.46,10,0-30,650,Daniela
8755,Empréstimo Consignado,9912.72,60,31-60,740,Bruno
8756,Empréstimo Consignado,6016.43,8,0-30,760,Ana
8757,Crédito Pessoal,5212.68,36,31-60,628,Fernanda
8758,Crédito Pessoal,4330.03,85,61-90,484,Bruno
8759,Crédito Pessoal,8293.44,143,90+,368,Daniela
8760,Cartão de Crédito,1053.67,38,31-60,628,Gustavo
8761,Crédito Pessoal,9290.32,24,0-30,654,Helena
8762,Cartão de Crédito,1793.12,59,31-60,584,Helena
8763,Cartão de Crédito,1631.6,38,31-60,588,Eduardo
8764,Empréstimo Consignado,7111.49,21,0-30,679,Bruno
8765,Crédito Pessoal,5432.15,15,0-30,819,Gustavo
8766,Empréstimo Consignado,6910.2,24,0-30,709,Carlos
8767,Cartão de Crédito,2977.99,71,61-90,640,Daniela
8768,Crédito Pessoal,4101.06,2,0-30,763,Daniela
8769,Crédito Pessoal,3712.69,128,90+,402,Bruno
8770,Crédito Pessoal,3150.86,87,61-90,512,Eduardo
8771,Crédito Pessoal,7520.94,49,31-60,651,Bruno
8772,Crédito Pessoal,5768.76,11,0-30,850,Gustavo
8773,Cartão de Crédito,1574.45,8,0-30,687,Eduardo
8774,Crédito Pessoal,4095.34,57,31-60,738,Daniela
8775,Empréstimo Consignado,4028.45,58,31-60,702,Helena
8776,Crédito Pessoal,10451.51,45,31-60,736,Gustavo
8777,Empréstimo Consignado,8549.32,12,0-30,699,Bruno
8778,Crédito Pessoal,1020.51,75,61-90,519,Ana
8779,Cartão de Crédito,1412.05,78,61-90,528,Fernanda
8780,Crédito Pessoal,2499.16,44,31-60,546,Bruno
8781,Crédito Pessoal,5585.3,46,31-60,703,Bruno
8782,Empréstimo Consignado,2906.51,118,90+,448,Helena
8783,Crédito Pessoal,2268.82,12,0-30,800,Gustavo
8784,Cartão de Crédito,2298.96,9,0-30,894,Ana
8785,Cartão de Crédito,2433.67,14,0-30,602,Ana
8786,Cartão de Crédito,2056.67,99,90+,443,Carlos
8787,Cartão de Crédito,2167.8,79,61-90,467,Ana
8788,Cartão de Crédito,1351.92,20,0-30,753,Eduardo
8789,Crédito Pessoal,5892.28,25,0-30,781,Fernanda
8790,Cartão de Crédito,898.74,90,61-90,412,Fernanda
8791,Empréstimo Consignado,7506.43,143,90+,488,Carlos
8792,Crédito Pessoal,8560.99,126,90+,319,Eduardo
8793,Crédito Pessoal,4267.89,131,90+,382,Gustavo
8794,Cartão de Crédito,1380.77,23,0-30,882,Carlos
8795,Crédito Pessoal,4766.67,50,31-60,629,Gustavo
8796,Crédito Pessoal,4383.59,81,61-90,409,Carlos
8797,Crédito Pessoal,5368.93,5,0-30,787,Fernanda
8798,Cartão de Crédito,2634.64,63,61-90,488,Helena
8799,Crédito Pessoal,6924.45,5,0-30,618,Gustavo
8800,Cartão de Crédito,2098.37,18,0-30,742,Eduardo
8801,Cartão de Crédito,1831.38,4,0-30,702,Daniela
8802,Crédito Pessoal,3379.03,67,61-90,446,Fernanda
8803,Cartão de Crédito,1974.66,153,90+,540,Helena
8804,Empréstimo Consignado,8859.66,16,0-30,751,Daniela
8805,Cartão de Crédito,1392.79,37,31-60,515,Bruno
8806,Empréstimo Consignado,5164.23,10,0-30,787,Gustavo
8807,Crédito Pessoal,5100.61,24,0-30,809,Daniela
8808,Cartão de Crédito,3463.88,87,61-90,576,Fernanda
8809,Crédito Pessoal,3231.07,171,90+,431,Bruno
8810,Crédito Pessoal,5698.45,81,61-90,593,Daniela
8811,Crédito Pessoal,4583.09,23,0-30,776,Bruno
8812,Crédito Pessoal,6007.18,43,31-60,612,Helena
8813,Empréstimo Consignado,8178.36,27,0-30,665,Helena
8814,Crédito Pessoal,5054.1,40,31-60,553,Fernanda
8815,Cartão de Crédito,4542.04,91,90+,301,Bruno
8816,Cartão de Crédito,4843.83,39,31-60,560,Fernanda
8817,Cartão de Crédito,2289.59,2,0-30,870,Helena
8818,Crédito Pessoal,3165.05,77,61-90,459,Ana
8819,Cartão de Crédito,2693.64,28,0-30,642,Fernanda
8820,Crédito Pessoal,6207.99,66,61-90,492,Bruno
8821,Crédito Pessoal,7641.4,23,0-30,825,Gustavo
8822,Empréstimo Consignado,1265.04,55,31-60,667,Fernanda
8823,Crédito Pessoal,4178.71,13,0-30,885,Helena
8824,Crédito Pessoal,3983.98,37,31-60,562,Fernanda
8825,Empréstimo Consignado,5578.98,24,0-30,879,Gustavo
8826,Crédito Pessoal,2006.27,167,90+,471,Eduardo
8827,Cartão de Crédito,2320.36,90,61-90,413,Eduardo
8828,Crédito Pessoal,6409.09,32,31-60,527,Bruno
8829,Crédito Pessoal,2510.88,27,0-30,741,Eduardo
8830,Crédito Pessoal,5175.54,61,61-90,583,Daniela
8831,Crédito Pessoal,5839.65,20,0-30,707,Eduardo
8832,Crédito Pessoal,8286.87,113,90+,333,Helena
8833,Cartão de Crédito,3008.14,56,31-60,577,Ana
8834,Cartão de Crédito,2431.72,76,61-90,646,Eduardo
8835,Empréstimo Consignado,8934.33,22,0-30,611,Daniela
8836,Crédito Pessoal,6525.48,103,90+,483,Helena
8837,Cartão de Crédito,2596.66,14,0-30,895,Fernanda
8838,Cartão de Crédito,3129.39,21,0-30,839,Daniela
8839,Empréstimo Consignado,7002.67,155,90+,469,Bruno
8840,Crédito Pessoal,7400.88,25,0-30,862,Carlos
8841,Cartão de Crédito,2092.29,14,0-30,672,Daniela
8842,Empréstimo Consignado,5942.71,50,31-60,567,Bruno
8843,Crédito Pessoal,4063.72,155,90+,330,Bruno
8844,Empréstimo Consignado,5088.71,87,61-90,614,Eduardo
8845,Crédito Pessoal,6508.95,41,31-60,569,Helena
8846,Cartão de Crédito,1242.01,22,0-30,819,Eduardo
8847,Empréstimo Consignado,6699.73,23,0-30,646,Bruno
8848,Cartão de Crédito,2759.53,179,90+,478,Helena
8849,Crédito Pessoal,5024.21,14,0-30,657,Fernanda
8850,Crédito Pessoal,4916.12,26,0-30,623,Ana
8851,Empréstimo Consignado,7572.2,29,0-30,889,Fernanda
8852,Cartão de Crédito,2631.57,64,61-90,462,Bruno
8853,Crédito Pessoal,2994.7,38,31-60,687,Eduardo
8854,Cartão de Crédito,2116.47,10,0-30,623,Daniela
8855,Cartão de Crédito,2294.0,4,0-30,663,Ana
8856,Crédito Pessoal,5911.66,17,0-30,854,Helena
8857,Crédito Pessoal,6885.96,59,31-60,647,Helena
8858,Crédito Pessoal,4735.85,2,0-30,715,Carlos
8859,Cartão de Crédito,3087.45,23,0-30,697,Fernanda
8860,Cartão de Crédito,2571.75,164,90+,538,Helena
8861,Cartão de Crédito,2443.49,62,61-90,426,Daniela
8862,Empréstimo Consignado,10353.25,61,61-90,585,Eduardo
8863,Empréstimo Consignado,3657.31,42,31-60,543,Daniela
8864,Cartão de Crédito,2853.76,11,0-30,692,Daniela
8865,Crédito Pessoal,3628.69,4,0-30,664,Eduardo
8866,Cartão de Crédito,3330.88,159,90+,418,Daniela
8867,Crédito Pessoal,3684.25,76,61-90,573,Bruno
8868,Cartão de Crédito,2251.61,22,0-30,834,Fernanda
8869,Cartão de Crédito,1248.17,77,61-90,566,Ana
8870,Crédito Pessoal,5734.61,21,0-30,836,Helena
8871,Empréstimo Consignado,6747.16,37,31-60,737,Fernanda
8872,Crédito Pessoal,3925.6,12,0-30,606,Gustavo
8873,Cartão de Crédito,2521.92,75,61-90,453,Eduardo
8874,Crédito Pessoal,1660.04,153,90+,342,Ana
8875,Empréstimo Consignado,5920.37,86,61-90,419,Bruno
8876,Crédito Pessoal,4627.43,52,31-60,583,Eduardo
8877,Crédito Pessoal,7929.41,73,61-90,552,Helena
8878,Crédito Pessoal,5366.79,47,31-60,542,Bruno
8879,Crédito Pessoal,5792.09,48,31-60,712,Carlos
8880,Crédito Pessoal,5123.91,119,90+,500,Helena
8881,Cartão de Crédito,5227.79,113,90+,426,Carlos
8882,Crédito Pessoal,6797.67,15,0-30,754,Carlos
8883,Crédito Pessoal,933.85,46,31-60,719,Ana
8884,Crédito Pessoal,5444.6,16,0-30,752,Gustavo
8885,Empréstimo Consignado,11270.88,115,90+,335,Helena
8886,Cartão de Crédito,1339.32,54,31-60,725,Fernanda
8887,Cartão de Crédito,2583.95,29,0-30,720,Fernanda
8888,Cartão de Crédito,2069.56,24,0-30,608,Carlos
8889,Crédito Pessoal,3290.72,33,31-60,582,Carlos
8890,Crédito Pessoal,7671.94,13,0-30,780,Bruno
8891,Crédito Pessoal,3673.8,13,0-30,620,Gustavo
8892,Empréstimo Consignado,6038.25,42,31-60,677,Daniela
8893,Empréstimo Consignado,5296.18,12,0-30,871,Gustavo
8894,Cartão de Crédito,1629.39,4,0-30,793,Gustavo
8895,Crédito Pessoal,3907.05,6,0-30,625,Daniela
8896,Crédito Pessoal,3808.09,20,0-30,884,Fernanda
8897,Crédito Pessoal,2624.27,52,31-60,724,Fernanda
8898,Cartão de Crédito,2478.1,74,61-90,497,Carlos
8899,Crédito Pessoal,59.6,75,61-90,573,Fernanda
8900,Empréstimo Consignado,8304.71,8,0-30,818,Daniela
8901,Crédito Pessoal,6952.62,60,31-60,570,Gustavo
8902,Empréstimo Consignado,6407.75,155,90+,476,Carlos
8903,Cartão de Crédito,2783.27,83,61-90,542,Carlos
8904,Cartão de Crédito,2297.98,167,90+,316,Ana
8905,Cartão de Crédito,4381.54,35,31-60,636,Eduardo
8906,Cartão de Crédito,3278.58,76,61-90,604,Daniela
8907,Cartão de Crédito,1806.85,2,0-30,887,Carlos
8908,Cartão de Crédito,3533.23,42,31-60,565,Daniela
8909,Cartão de Crédito,4428.96,162,90+,358,Ana
8910,Empréstimo Consignado,7350.41,18,0-30,710,Gustavo
8911,Cartão de Crédito,2889.45,30,0-30,811,Ana
8912,Cartão de Crédito,3310.32,54,31-60,670,Carlos
8913,Empréstimo Consignado,4641.7,60,31-60,582,Daniela
8914,Crédito Pessoal,1331.63,84,61-90,509,Daniela
8915,Crédito Pessoal,5319.14,51,31-60,718,Daniela
8916,Cartão de Crédito,1842.2,41,31-60,727,Ana
8917,Cartão de Crédito,2325.43,123,90+,358,Helena
8918,Empréstimo Consignado,11074.53,7,0-30,629,Bruno
8919,Crédito Pessoal,6130.0,3,0-30,866,Bruno
8920,Cartão de Crédito,2946.51,2,0-30,753,Daniela
8921,Cartão de Crédito,2397.1,57,31-60,593,Daniela
8922,Crédito Pessoal,3711.2,82,61-90,401,Eduardo
8923,Cartão de Crédito,1932.98,10,0-30,768,Carlos
8924,Empréstimo Consignado,13231.21,85,61-90,613,Ana
8925,Crédito Pessoal,9512.26,55,31-60,530,Eduardo
8926,Cartão de Crédito,3363.06,42,31-60,562,Daniela
8927,Cartão de Crédito,2275.32,123,90+,482,Fernanda
8928,Crédito Pessoal,2774.32,98,90+,416,Bruno
8929,Crédito Pessoal,10442.27,6,0-30,788,Bruno
8930,Empréstimo Consignado,9359.43,20,0-30,812,Eduardo
8931,Crédito Pessoal,5863.71,8,0-30,726,Bruno
8932,Crédito Pessoal,3804.66,57,31-60,535,Bruno
8933,Crédito Pessoal,6376.31,165,90+,339,Helena
8934,Cartão de Crédito,2333.77,42,31-60,522,Fernanda
8935,Cartão de Crédito,1655.63,35,31-60,653,Carlos
8936,Cartão de Crédito,2229.13,17,0-30,617,Daniela
8937,Crédito Pessoal,5805.98,29,0-30,678,Gustavo
8938,Empréstimo Consignado,12599.95,76,61-90,433,Eduardo
8939,Crédito Pessoal,1850.43,45,31-60,713,Fernanda
8940,Crédito Pessoal,2522.38,72,61-90,555,Ana
8941,Cartão de Crédito,2158.73,128,90+,406,Ana
8942,Crédito Pessoal,3128.04,160,90+,348,Fernanda
8943,Empréstimo Consignado,8007.53,41,31-60,691,Daniela
8944,Empréstimo Consignado,6524.61,58,31-60,698,Ana
8945,Crédito Pessoal,5249.35,4,0-30,790,Fernanda
8946,Empréstimo Consignado,8502.43,54,31-60,731,Bruno
8947,Cartão de Crédito,1416.88,19,0-30,661,Carlos
8948,Empréstimo Consignado,7373.55,81,61-90,441,Eduardo
8949,Crédito Pessoal,3402.6,71,61-90,423,Eduardo
8950,Cartão de Crédito,3410.54,2,0-30,762,Bruno
8951,Crédito Pessoal,3640.68,68,61-90,604,Gustavo
8952,Empréstimo Consignado,6514.9,50,31-60,682,Daniela
8953,Crédito Pessoal,3184.51,171,90+,476,Carlos
8954,Cartão de Crédito,2476.11,34,31-60,576,Ana
8955,Crédito Pessoal,4695.71,26,0-30,694,Gustavo
8956,Crédito Pessoal,7963.62,13,0-30,682,Eduardo
8957,Cartão de Crédito,2475.75,40,31-60,592,Helena
8958,Empréstimo Consignado,12036.09,142,90+,321,Eduardo
8959,Cartão de Crédito,3730.62,105,90+,404,Helena
8960,Empréstimo Consignado,6938.82,29,0-30,684,Daniela
8961,Crédito Pessoal,4649.98,101,90+,360,Helena
8962,Cartão de Crédito,2040.97,46,31-60,707,Carlos
8963,Cartão de Crédito,1517.83,46,31-60,657,Helena
8964,Crédito Pessoal,9717.08,37,31-60,568,Fernanda
8965,Cartão de Crédito,2045.19,176,90+,532,Ana
8966,Cartão de Crédito,1778.63,153,90+,487,Eduardo
8967,Cartão de Crédito,1651.34,2,0-30,861,Eduardo
8968,Cartão de Crédito,1999.7,36,31-60,584,Ana
8969,Cartão de Crédito,2257.11,58,31-60,733,Helena
8970,Crédito Pessoal,7485.3,123,90+,413,Gustavo
8971,Crédito Pessoal,8625.46,65,61-90,538,Carlos
8972,Cartão de Crédito,834.84,19,0-30,879,Carlos
8973,Crédito Pessoal,8175.24,11,0-30,830,Carlos
8974,Crédito Pessoal,8355.25,31,31-60,609,Eduardo
8975,Crédito Pessoal,3760.16,51,31-60,603,Fernanda
8976,Cartão de Crédito,1771.24,66,61-90,450,Bruno
8977,Crédito Pessoal,6043.78,3,0-30,838,Gustavo
8978,Cartão de Crédito,1989.48,86,61-90,418,Eduardo
8979,Cartão de Crédito,3698.35,39,31-60,677,Daniela
8980,Crédito Pessoal,5981.71,17,0-30,808,Gustavo
8981,Cartão de Crédito,1896.5,58,31-60,630,Daniela
8982,Cartão de Crédito,2733.87,34,31-60,630,Helena
8983,Cartão de Crédito,2556.23,22,0-30,830,Helena
8984,Cartão de Crédito,963.74,20,0-30,691,Fernanda
8985,Crédito Pessoal,3025.91,69,61-90,430,Gustavo
8986,Cartão de Crédito,1973.78,156,90+,405,Eduardo
8987,Crédito Pessoal,5758.98,34,31-60,748,Eduardo
8988,Empréstimo Consignado,9699.14,18,0-30,723,Ana
8989,Empréstimo Consignado,11619.64,21,0-30,735,Carlos
8990,Cartão de Crédito,1936.26,44,31-60,516,Fernanda
8991,Crédito Pessoal,2035.83,137,90+,398,Helena
8992,Crédito Pessoal,3305.95,26,0-30,699,Ana
8993,Crédito Pessoal,3587.88,70,61-90,618,Fernanda
8994,Cartão de Crédito,1858.57,25,0-30,703,Daniela
8995,Crédito Pessoal,4956.81,52,31-60,544,Daniela
8996,Cartão de Crédito,3058.58,31,31-60,596,Bruno
8997,Crédito Pessoal,4176.3,25,0-30,802,Carlos
8998,Empréstimo Consignado,9503.29,62,61-90,420,Carlos
8999,Crédito Pessoal,6940.1,57,31-60,697,Fernanda
9000,Empréstimo Consignado,7968.37,16,0-30,711,Daniela
9001,Empréstimo Consignado,4587.69,54,31-60,648,Ana
9002,Cartão de Crédito,2276.74,85,61-90,524,Eduardo
9003,Cartão de Crédito,3316.33,58,31-60,742,Carlos
9004,Crédito Pessoal,6260.53,19,0-30,782,Eduardo
9005,Cartão de Crédito,1646.15,157,90+,327,Daniela
9006,Crédito Pessoal,7354.9,159,90+,380,Bruno
9007,Crédito Pessoal,4338.79,104,90+,381,Daniela
9008,Cartão de Crédito,1641.82,11,0-30,899,Eduardo
9009,Cartão de Crédito,2474.47,58,31-60,588,Daniela
9010,Cartão de Crédito,1280.04,53,31-60,721,Carlos
9011,Crédito Pessoal,6300.44,8,0-30,847,Fernanda
9012,Crédito Pessoal,7289.29,131,90+,452,Fernanda
9013,Crédito Pessoal,2997.44,80,61-90,598,Eduardo
9014,Crédito Pessoal,4663.32,47,31-60,676,Eduardo
9015,Crédito Pessoal,6743.23,165,90+,528,Helena
9016,Crédito Pessoal,2338.29,20,0-30,717,Helena
9017,Crédito Pessoal,2557.23,162,90+,473,Bruno
9018,Empréstimo Consignado,7288.93,141,90+,518,Gustavo
9019,Crédito Pessoal,4442.18,18,0-30,817,Carlos
9020,Cartão de Crédito,2539.04,82,61-90,462,Ana
9021,Crédito Pessoal,4789.85,46,31-60,576,Gustavo
9022,Empréstimo Consignado,4010.6,68,61-90,487,Bruno
9023,Cartão de Crédito,1207.99,118,90+,439,Carlos
9024,Crédito Pessoal,2363.76,23,0-30,677,Fernanda
9025,Cartão de Crédito,2902.32,31,31-60,684,Ana
9026,Crédito Pessoal,6902.15,151,90+,500,Helena
9027,Cartão de Crédito,2428.81,69,61-90,463,Gustavo
9028,Crédito Pessoal,6421.07,10,0-30,603,Fernanda
9029,Empréstimo Consignado,6175.46,5,0-30,682,Eduardo
9030,Crédito Pessoal,4265.73,38,31-60,692,Fernanda
9031,Crédito Pessoal,6848.33,11,0-30,605,Gustavo
9032,Cartão de Crédito,2872.17,156,90+,492,Bruno
9033,Crédito Pessoal,5353.08,5,0-30,816,Eduardo
9034,Empréstimo Consignado,7557.76,165,90+,390,Eduardo
9035,Cartão de Crédito,1573.44,88,61-90,421,Helena
9036,Cartão de Crédito,2568.4,72,61-90,544,Helena
9037,Crédito Pessoal,5619.88,18,0-30,884,Gustavo
9038,Empréstimo Consignado,14624.36,13,0-30,744,Eduardo
9039,Cartão de Crédito,2436.85,47,31-60,501,Carlos
9040,Crédito Pessoal,4260.67,118,90+,331,Ana
9041,Crédito Pessoal,5563.73,13,0-30,824,Carlos
9042,Crédito Pessoal,7896.66,81,61-90,585,Eduardo
9043,Empréstimo Consignado,9056.24,17,0-30,813,Gustavo
9044,Crédito Pessoal,4641.94,92,90+,474,Bruno
9045,Cartão de Crédito,1871.96,1,0-30,765,Helena
9046,Crédito Pessoal,3334.94,25,0-30,740,Fernanda
9047,Crédito Pessoal,6562.27,22,0-30,663,Helena
9048,Cartão de Crédito,2269.76,5,0-30,811,Gustavo
9049,Empréstimo Consignado,14020.9,28,0-30,888,Eduardo
9050,Cartão de Crédito,2567.2,44,31-60,597,Ana
9051,Empréstimo Consignado,9464.22,36,31-60,665,Carlos
9052,Cartão de Crédito,2056.67,37,31-60,625,Ana
9053,Crédito Pessoal,3355.21,73,61-90,556,Carlos
9054,Crédito Pessoal,6527.63,53,31-60,749,Fernanda
9055,Cartão de Crédito,3456.51,51,31-60,560,Gustavo
9056,Empréstimo Consignado,5018.7,97,90+,331,Ana
9057,Empréstimo Consignado,5795.1,14,0-30,873,Ana
9058,Crédito Pessoal,3682.22,12,0-30,620,Carlos
9059,Crédito Pessoal,6353.28,47,31-60,511,Gustavo
9060,Crédito Pessoal,5723.49,71,61-90,643,Carlos
9061,Empréstimo Consignado,7702.2,82,61-90,502,Carlos
9062,Empréstimo Consignado,5660.31,21,0-30,875,Daniela
9063,Cartão de Crédito,3786.33,14,0-30,606,Helena
